Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.762333,20.422878,13.2967,9.794205,6.364922,4.458541,5.5277,5.398609,5.71991,4.6197,4.450172,3.761834,4.737821,5.260544,5.187072,4.891897,4.877129,5.963372,7.006244,6.521625,6.040354,7.211383,9.563699,8.874808,9.032193,9.88116,9.289573
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.215154,34.286946,19.227406,15.372324,14.430848,13.434223,13.91473,13.557518,14.294692,11.899926,10.221731,10.870199,10.931237,10.938063,11.563238,12.443938,12.501988,12.68399,12.610738,11.407331,12.314709,11.52529,11.531321,10.868837,10.462844,10.550268,10.759318
Malta,0.655075,0.828297,0.794401,0.725872,0.65133,0.740289,0.781011,0.917181,0.892118,0.992264,1.125603,1.292894,0.97049,1.327077,1.158071,1.87486,1.964627,2.138239,2.318848,2.31462,2.210604,2.169054,2.806274,2.50695,2.378852,2.32434,2.46961,2.374491,2.409246,2.129156,2.489087,2.318417,2.608022,2.598015,2.621891,2.64615,2.711087,2.718647,2.504591,2.580574,2.567445,2.709903,2.372209,2.354009,1.645999,1.354221
Republic of Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.532118,24.599515,19.847852,17.008398,13.809774,11.892986,10.20955,9.310277,8.43396,7.141599,6.536801,6.843807,6.963162,7.519843,7.493312,7.810033,7.516143,7.376633,7.336057,7.271097,7.907704,7.88315,7.698872,6.704436,7.248388,7.580049,7.713241
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.004803,2.179282,2.098403,2.693302,1.747473,2.584198,2.535664,2.331581,2.267295,2.218417,2.358278,2.112987
Romania,114.671678,118.342972,129.115518,129.794992,140.600338,153.509374,160.745389,174.373162,178.746915,177.369149,178.701874,176.472278,178.706236,174.904821,174.87606,180.005635,188.877833,193.787769,189.850614,168.310871,139.64392,123.880173,114.82617,112.339136,117.593986,120.866905,110.417092,96.476601,82.855381,86.222043,91.34066,90.89767,96.973677,93.734461,92.63266,95.285737,92.381874,91.07087,77.431109,74.725474,80.859377,78.578495,69.185724,68.368061,69.471857,67.889099
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2163.514426,2136.428749,1959.332523,1799.779775,1596.380977,1548.23356,1521.636272,1414.776247,1406.57264,1442.966317,1474.378757,1474.654428,1465.835504,1493.880233,1488.185955,1481.879317,1537.684913,1533.70742,1553.820539,1440.663302,1529.207298,1604.721983,1551.04264,1513.795804,1487.114933,1466.330206,1438.597854
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.906495,52.202442,47.991939,42.718086,38.904665,44.548896,51.652135,56.314932,56.209742,40.010122,42.939355,45.002759,48.581171,52.145017,56.345338,49.497117,51.685025,50.097545,48.277056,45.620416,45.831769,49.987666,44.570334,45.377131,38.063799,44.459956,45.474359
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.018168,10.171655,7.489938,5.020132,2.937318,2.459616,2.215689,2.495771,2.756879,2.529896,2.176524,2.115829,2.084937,2.093825,2.50243,2.34723,2.548517,3.114767,2.948032,2.309778,2.302907,2.418216,2.892173,3.007113,4.021596,4.211791,4.772011
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.646101,37.788438,27.652089,26.186739,32.583928,33.255957,29.507355,29.760445,30.413269,35.587301,36.666285,37.905738,39.733682,44.234484,46.599488,48.103302,49.21194,55.833107,56.460963,49.959008,56.91977,61.795623,64.0942,65.504808,67.016627,69.105296,68.97229
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,688.618933,651.932021,565.963641,492.916908,410.678873,395.842058,343.950271,325.829779,306.499987,303.190144,295.115802,298.077872,301.123771,326.071261,302.378941,290.246365,298.077564,305.734869,294.792076,249.469152,266.304039,279.518718,273.893057,265.071978,234.206612,187.626462,197.719497
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.889305,118.749455,111.17231,112.173169,106.401766,94.56282,95.641287,96.944938,112.745281,113.870792,113.980712,115.470814,119.699428,114.937341,112.056745,107.161389,109.493719,109.919487,109.820709,99.798162,97.60008,106.357399,108.229871,96.788615,98.423927,88.596853,85.331837
Former Soviet Union (if no detail),1941.654253,2054.781986,2189.515257,2311.790773,2480.695966,2572.023097,2632.012017,2757.012492,2833.247379,2935.714764,2924.762443,2958.621992,2987.590448,3033.031409,3078.340435,3156.682712,3259.74771,3299.362033,3313.44637,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Former Yugoslavia (if no detail),61.808195,60.986349,66.319758,71.51029,73.469765,74.802444,78.493258,84.637934,87.524415,84.159394,96.283605,102.321343,110.639493,113.872722,119.572096,125.747084,118.421018,124.2472,125.097613,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Non-OECD Europe and Eurasia,2188.29592,2307.488844,2459.734284,2588.506644,2774.791204,2880.953155,2955.122534,3103.86953,3191.860776,3292.747647,3290.389622,3330.183739,3368.555187,3412.550706,3465.938183,3557.575281,3664.186515,3713.644554,3724.063093,3921.783499,3778.809627,3409.852225,3086.927828,2727.110121,2626.279832,2528.647377,2377.948193,2356.324574,2339.161982,2370.342909,2382.535972,2395.067923,2485.215268,2470.870114,2459.862249,2553.973029,2580.098407,2634.339576,2397.109164,2529.30515,2665.570944,2599.416563,2540.602331,2459.989421,2387.978559,2373.037314
Algeria,8.595354,9.643165,10.996335,11.943391,13.552687,15.944812,17.722053,21.523505,26.979874,27.736567,32.11924,38.23496,41.829331,40.808141,42.073256,47.29371,47.13417,49.544461,49.546801,51.174702,54.725075,54.956884,56.699655,54.611554,55.336871,54.892597,55.994962,57.524491,60.924708,61.507555,63.016771,68.148424,71.983742,73.376924,77.474136,80.759467,84.879688,88.128534,94.441437,95.535494,102.789646,112.186145,115.656876,123.204716,130.426387,127.640061
Angola,1.617728,2.405735,2.199133,2.253842,1.955804,1.939555,1.506542,2.576222,2.539988,2.658143,2.522901,2.198072,2.321053,2.228184,2.817589,2.771551,2.849327,3.214565,3.304778,3.922265,4.013419,3.890279,4.225739,4.180855,3.913614,4.191564,4.333506,3.733813,4.742939,4.633378,5.032712,5.503135,7.065039,7.716417,6.146692,8.253097,9.650963,11.817266,13.871997,15.13271,16.13484,16.034152,18.154579,19.311226,19.786008,19.552275
Benin,0.304681,0.399859,0.409579,0.421427,0.462751,0.280357,0.334804,0.382207,0.382316,0.394842,0.299891,0.363766,0.364559,0.378829,0.472812,0.409381,0.35989,0.356203,0.281356,0.25641,0.199844,0.20894,0.208958,0.215168,0.221525,0.907225,1.159368,1.214659,1.340464,1.424514,1.735138,2.020217,2.276877,2.434443,2.677857,3.245666,3.786198,3.835939,4.193748,4.573129,4.438046,4.214187,4.448582,4.783981,5.297236,5.695204
Botswana,..,..,..,..,..,..,..,..,..,..,1.376521,1.436253,1.407254,1.402084,1.500973,1.727269,1.792777,2.152098,2.371311,2.807402,2.734688,3.298272,3.249687,3.080084,3.189754,2.915881,3.065991,3.682202,3.858487,4.033837,3.865548,4.026658,3.914995,3.970322,4.278592,4.086873,4.319819,4.392715,4.090272,3.271361,3.883974,4.985878,5.415696,6.986344,7.068884,6.953972
Cameroon,0.734002,0.769919,0.797876,0.795465,1.019224,0.930458,1.332719,1.429741,1.542135,1.66832,1.7548,1.878458,2.044365,2.140809,2.378234,2.296649,2.278819,2.492938,2.724859,2.643755,2.433158,2.273586,2.416963,2.550265,2.459447,2.443262,2.569144,2.684377,2.401606,2.788282,2.706751,2.896226,2.9834,3.014275,2.935776,3.106068,4.118067,4.269432,4.809732,5.050635,4.873845,4.962091,5.387369,6.027233,5.944765,6.113219
Congo,0.573467,0.605684,0.599402,0.603603,0.606421,0.743146,0.63541,0.679197,0.653597,0.692371,0.724336,0.800205,0.805275,0.728156,0.759837,0.686931,0.721912,0.673758,0.660975,0.638891,0.682874,0.612806,0.594019,0.387829,0.536663,0.422883,0.319258,0.326813,0.373628,0.4976,0.634626,0.503654,0.75222,0.781171,0.843576,1.022379,1.096509,1.37194,1.569325,1.833181,2.093551,2.228671,2.537396,2.640093,2.703371,2.649997
Côte d'Ivoire,2.40177,2.652975,2.710674,2.808984,3.038335,3.483596,3.414588,3.983021,3.653699,3.390964,2.986684,2.963289,3.738627,3.337321,3.046743,3.077346,3.049391,3.061434,2.928331,2.705416,2.79149,2.772145,2.957319,3.093574,3.262488,3.875063,4.786687,4.829402,6.688637,6.329922,6.258309,6.377868,5.150727,5.418411,5.812997,5.627599,5.548481,6.361282,5.926916,6.245043,6.042079,7.885023,8.458138,8.952661,9.658212,10.306076
Dem. Rep. of Congo,2.576897,2.643362,2.622548,2.689694,2.620723,2.690012,2.805214,2.86117,3.202249,3.167534,3.386291,2.635676,3.581411,3.474446,3.25406,3.005604,3.316847,3.483367,3.300291,2.989672,1.635399,1.411203,1.372549,1.214963,1.142628,1.152151,1.151975,1.273897,1.255269,0.852804,0.713347,0.770714,0.937635,1.013145,1.281835,1.393427,1.543003,1.715975,1.737353,1.869243,2.344655,2.271174,3.476123,4.656707,2.734927,1.979016
Egypt,20.05023,22.538557,20.696793,23.432926,25.581435,29.858131,32.001613,32.949603,36.356822,40.751359,46.634162,50.365326,56.312815,61.7886,64.473874,65.698872,70.823773,72.056434,75.788296,77.862968,77.264634,80.10235,81.887292,76.887262,81.681162,86.194629,93.06502,98.028718,102.362534,99.745,111.41594,113.150769,117.467727,128.168848,144.676264,152.189602,163.618188,170.909082,174.488942,176.465466,182.699983,189.11239,189.221762,193.376069,199.56819,204.804736
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.435703,0.630662,0.712286,0.776319,0.851343,0.799667,0.592788,0.628057,0.615034,0.674761,0.657929,0.667037,0.660538,0.57818,0.502014,0.492457,0.425574,0.447343,0.479567,0.514272,0.549015,0.561656,0.586925,0.612204,0.63116
Ethiopia,1.307973,1.207791,1.298754,1.321785,1.178106,1.184775,1.165955,1.253922,1.320166,1.351692,1.489754,1.352894,1.452574,1.345726,1.385969,1.63678,1.861749,1.929516,2.03209,2.171074,2.214167,1.394395,1.798318,2.07211,2.325787,2.589798,2.753034,2.92339,2.918318,3.201236,4.038853,4.210467,4.570983,4.80422,4.49169,4.804888,5.538474,6.267145,6.385315,5.984701,6.886486,7.287264,8.513738,10.131761,10.200199,10.928839
Gabon,0.47537,0.472553,0.610544,0.559378,0.757318,1.172803,1.324602,1.743002,1.331932,1.290716,1.621636,1.758265,1.821705,1.507276,1.682488,1.477157,1.277947,1.442298,1.130405,0.910008,1.074151,1.112747,1.202796,1.165394,1.315243,1.415119,1.522003,1.617793,1.522468,1.465252,1.477058,1.385136,1.388733,1.431412,1.733488,1.802152,1.938409,2.005539,2.069612,2.650068,2.972227,3.120548,3.273697,3.241588,3.242957,3.351266
Ghana,1.915099,2.007375,2.07969,2.18119,2.305813,2.348769,2.507347,2.527559,2.213713,2.19029,2.71065,2.306655,1.505005,1.807906,2.094938,2.227665,2.319565,2.388919,2.641436,2.539022,2.284914,2.682549,2.715866,2.945075,3.209322,3.511033,3.604624,5.46088,5.857712,4.97998,5.480562,6.689751,6.409198,5.919012,6.397942,7.752728,8.391773,7.76304,9.249583,10.450125,10.818124,12.775249,13.651813,13.226069,14.056451,12.775797
Kenya,3.232544,3.385954,3.53957,3.525255,3.460614,3.970522,4.164355,4.151999,4.10285,4.394634,4.294559,4.069661,3.747742,4.457595,4.592782,5.216294,5.418373,5.377426,5.682857,5.517309,5.309006,5.337536,5.285044,5.27431,5.729446,6.229156,6.02844,6.58346,6.902118,7.767752,7.083621,6.83407,5.866274,6.724078,7.483189,8.445388,8.382221,8.82245,10.429714,11.209777,11.32145,10.354962,11.70371,12.353768,14.146509,15.695046
Libya,3.720881,5.406084,5.786403,6.780985,8.670602,9.227933,10.675975,11.920871,12.848421,17.588668,18.170964,19.711327,20.369143,21.516132,21.243694,22.139614,22.7432,25.052583,26.775863,25.843824,25.672065,25.416879,26.723487,31.133961,32.953728,34.679759,34.534854,35.357819,34.503087,36.75769,37.783874,39.817445,41.519263,42.417788,42.989845,41.789665,38.79479,42.024895,45.198804,48.070354,34.386401,44.245173,48.206537,47.913198,41.939487,43.282406
Mauritius,0.26147,0.290147,0.327955,0.397131,0.422396,0.488438,0.563667,0.604088,0.606902,0.572351,0.578738,0.531685,0.606551,0.648447,0.611514,0.76264,0.807274,0.901078,1.014055,1.164091,1.251644,1.323346,1.46908,1.514199,1.55146,1.61412,1.624192,1.791595,2.198402,2.431869,2.565578,2.612621,2.74856,2.770263,2.961751,3.304212,3.395192,3.466771,3.423317,3.662145,3.639254,3.734856,3.827595,3.959224,3.96753,4.035821
Morocco,6.578347,7.230564,8.329753,9.101341,9.66241,10.61197,11.647197,12.445378,13.333599,13.686735,13.860038,14.519199,15.296273,15.631597,16.272651,16.76004,17.162078,17.96685,19.416791,19.655829,20.604997,22.134021,22.845044,24.998543,26.073829,25.706736,26.871788,27.548589,29.085745,29.55053,32.193992,33.338023,33.06709,36.597948,39.215866,40.525449,41.349844,43.178428,43.154892,46.396882,50.751724,52.237983,51.518832,53.520674,55.371272,55.299719
Mozambique,2.933543,2.656234,2.771981,2.674153,2.375967,2.426946,2.307804,1.991258,1.894824,2.34333,2.033976,1.860486,1.72135,1.468865,1.504154,1.47113,1.470246,1.482475,1.45905,1.084828,0.903326,1.085147,1.280416,1.072362,1.148225,1.088449,1.198299,1.15573,1.146287,1.317719,1.304819,1.374397,1.664915,1.691166,1.514917,1.623482,1.973156,1.95247,2.213949,2.377496,2.824377,2.622461,2.955276,4.018211,5.058395,7.23103
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.132805,1.233,1.432486,1.654071,1.794287,1.923672,1.973531,2.020548,1.975975,1.903499,2.432817,2.116699,2.241939,2.337835,2.492654,2.497724,2.580864,2.911846,2.973369,3.062061,3.116588,3.226439,3.423956,3.579,3.807786,4.057814
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.647802,0.646708,0.671788,0.735866,0.769632,0.732949,0.72644,0.800478,0.839223,1.065231,1.355664,1.376608,1.863012,1.776788,1.963615,1.986377,1.945385
Nigeria,5.69909,6.844628,8.41715,9.200069,10.816418,13.711858,16.809828,20.463962,21.072202,25.354714,28.336332,32.018933,33.04559,30.490705,31.785033,30.300683,31.179038,32.652047,33.152598,28.063611,32.882607,39.618958,36.167205,30.493467,32.775289,36.420377,41.379826,37.52602,39.34835,43.766125,49.22423,50.853822,54.066323,54.019432,56.55805,51.355649,47.716496,52.945287,44.125623,54.917303,59.636535,61.067712,80.391598,87.686677,82.733563,85.994076
Senegal,1.215738,1.250839,1.379124,1.469601,1.609256,1.676249,1.81823,1.762936,1.954126,2.040622,2.002295,1.926015,1.907437,2.03998,2.124699,2.042661,2.068896,1.967228,2.07918,2.133383,2.128481,2.322303,2.264494,2.326708,2.478524,2.597369,2.868092,3.191913,3.555823,3.521495,3.835699,3.916607,3.809674,4.438911,4.626202,4.437369,4.981105,5.218783,5.374326,5.460985,5.787961,5.669916,6.003108,6.685094,7.516858,8.159971
South Africa,157.114047,162.895127,178.462555,185.3199,202.998948,216.842804,217.293051,194.728751,198.764871,208.410955,219.461266,216.061563,207.999838,220.366737,222.952719,219.470736,234.733599,233.46308,236.849136,243.841735,238.701938,235.393604,242.839835,248.157175,259.773487,269.596593,284.044569,291.986707,274.279519,280.527077,316.49053,326.837746,348.267832,375.307935,372.313638,373.987818,391.522128,423.320284,400.304488,406.892051,393.134807,411.813554,421.40604,434.536606,410.11502,414.371553
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.437692,1.475444,1.554694,2.001329,1.765235
Sudan,3.214103,3.408382,4.546734,4.269518,3.212723,3.187272,3.394332,3.081187,3.143834,3.668353,3.58035,3.683501,3.755174,3.332012,3.980397,3.917552,3.001862,4.380944,3.953012,5.29563,4.733531,4.427452,3.090842,4.595563,4.308576,4.104241,5.074409,4.624783,5.091073,5.486136,6.017401,7.46175,7.645698,8.389649,9.867027,12.31311,13.254403,14.343253,14.654632,14.969689,14.027505,13.65575,13.366379,13.538032,15.556687,18.874689
United Rep. of Tanzania,1.403019,1.639619,1.672532,1.50402,1.405113,1.378327,1.389026,1.486587,1.524439,1.490207,1.470965,1.348625,1.36864,1.388699,1.463258,1.543633,1.53806,1.585175,1.60205,1.67051,1.644438,1.63855,1.695236,1.781516,2.492047,2.775188,2.63511,2.37708,2.179326,2.609615,2.76589,3.15433,3.295592,4.571971,5.054894,5.386954,5.202014,5.321011,5.101369,6.130777,7.83819,9.934082,10.280004,10.370591,11.619338,10.590133
Togo,0.343481,0.359388,0.304715,0.272966,0.317366,0.268866,0.341819,0.341609,0.413016,0.366445,0.364333,0.433067,0.29959,0.340395,0.296701,0.48204,0.523294,0.507089,0.513387,0.575188,0.524213,0.375015,0.253092,0.589111,0.579399,0.945052,0.661511,0.825619,1.092468,0.948872,0.781263,0.852205,1.090364,1.029605,0.963195,0.887184,0.892706,1.096273,2.275959,2.076232,1.88731,1.62476,1.687999,1.779701,1.868289,1.953679
Tunisia,3.720525,4.140037,4.230047,4.780958,4.846354,5.136267,5.744273,6.263885,7.321535,7.920137,8.142163,7.935553,9.122242,9.406493,9.661529,9.926556,9.97433,10.806659,11.668415,12.195737,12.533545,13.283409,13.70385,13.794882,14.035978,14.77205,15.427009,16.097814,16.895434,17.637844,18.508264,18.526031,18.341241,19.0463,19.472771,20.16408,20.978278,21.057744,21.13947,23.293569,22.244898,23.474408,23.645006,25.036033,25.614894,25.166875
Zambia,3.367958,3.781041,4.134303,4.130568,4.326451,4.309653,3.800078,3.627801,3.243635,3.280684,2.961597,2.838314,2.725107,2.739322,2.696402,2.78126,2.708516,3.022666,3.111938,2.561419,2.725759,2.706003,2.371445,2.029499,2.002368,1.62029,2.129503,2.030737,1.64246,1.653559,1.748677,1.830705,1.944403,1.950989,2.120701,1.958414,1.331981,1.507765,1.57298,1.636975,1.983147,2.718061,2.852722,3.189173,3.310995,3.644341
Zimbabwe,7.246314,6.867485,8.006575,7.658098,7.169235,7.986333,6.915957,7.072343,7.024602,7.974014,7.948614,7.763987,8.014043,8.300128,9.729999,10.935936,14.403589,14.028595,14.414757,16.248068,17.946361,18.101248,16.666904,15.52393,15.089202,14.455184,13.379319,13.627042,15.413224,13.289196,13.572576,12.242476,10.015254,9.566191,10.272767,9.557679,9.616183,7.451455,7.314694,9.329783,11.096441,11.461718,11.771808,11.521067,11.785298,10.332995
Other Africa,8.423081,8.336316,8.551311,9.069238,9.591708,10.445683,10.898376,10.816969,12.090248,13.305987,11.061863,10.535202,10.474272,10.203415,10.863449,11.015129,14.153382,14.440167,14.140449,12.634273,13.134139,13.150213,13.299355,13.666284,14.193913,14.728066,16.748239,15.471313,16.044976,16.360347,17.146663,17.157832,18.076402,18.783444,19.381041,19.999895,21.821298,23.663161,23.48561,24.99024,28.231472,29.36106,29.399067,29.83708,31.315439,31.826281
Africa,249.026712,263.83882,285.482036,299.165486,323.964178,352.245535,362.514815,352.668773,369.515595,397.690634,421.894919,431.530937,437.636966,453.278,465.719754,471.074819,499.671904,510.430053,522.544467,529.10702,533.882668,542.698543,551.347638,551.722,576.350581,598.61885,631.70393,646.109992,646.229094,658.251521,721.152978,745.939495,779.965003,829.122275,857.350482,873.506472,909.515166,968.384562,957.090002,995.372706,999.776396,1058.115386,1104.449294,1150.167811,1141.014857,1157.608667
Bangladesh,2.87993,2.87993,3.415261,3.895915,4.409662,4.682436,4.80302,5.190369,5.700372,6.581847,6.374076,6.885416,6.433642,6.39068,7.705059,8.522214,9.400712,9.761225,10.495729,11.423969,10.752097,11.748153,12.495181,13.47171,16.485474,16.671599,18.741429,18.980913,19.674569,20.946412,24.843934,26.550059,27.794836,29.741981,31.960242,35.202807,37.310315,40.881793,44.050972,49.899493,53.297257,57.318836,59.835787,63.046898,70.895343,73.333623
Brunei Darussalam,0.39805,0.385555,0.685175,1.14214,1.408172,1.851646,1.985741,1.870862,1.96415,2.639082,2.592826,2.706269,2.906487,2.931125,2.945925,2.939509,2.994494,3.132616,3.109554,3.260342,3.384465,3.585435,3.864775,4.138506,4.502601,4.712811,5.087989,4.313864,4.189515,4.425619,4.311228,4.361484,5.249011,4.920264,4.823123,7.216328,6.844037,7.223358,7.433704,6.861948,7.013413,6.969679,6.853819,6.697137,5.97769,6.320388
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470824,1.529806,1.640637,1.882192,1.907148,1.963006,2.152613,2.210868,2.37822,2.377829,2.639033,2.944552,3.571209,3.650335,4.369847,4.621817,4.845229,5.054191,5.171259,6.098244,8.011971,9.287496
DPR of Korea,69.212072,71.535839,72.854709,75.905981,78.598515,84.568729,89.49878,94.861215,101.686407,108.129911,111.334226,116.566798,121.169481,124.409898,129.448215,127.090598,121.587502,123.439932,122.694637,116.84789,110.841739,97.785614,89.805757,81.858891,76.532295,67.126528,64.687918,59.646617,64.961376,69.968933,72.315106,69.072966,70.533241,72.092712,75.340143,76.534136,63.274756,70.381465,52.918943,49.292798,34.658935,36.052414,25.106136,28.676338,22.545505,25.426735
India,181.056374,188.294267,188.084379,203.438292,217.193585,232.139559,236.5238,230.977748,250.56972,263.328817,289.519435,308.313434,328.942477,360.264298,376.237067,410.022453,441.81433,466.282255,500.824605,529.05594,570.359756,593.757192,619.07439,653.455933,703.332009,736.179635,775.80487,789.770318,850.491946,884.723669,899.110046,929.34298,947.583801,1022.027633,1072.057031,1143.893197,1256.959717,1334.824258,1498.026286,1580.623782,1664.99642,1800.970004,1851.875609,2015.292204,2026.106322,2076.833008
Indonesia,25.211604,28.345319,32.111301,35.25592,37.839834,38.800363,46.374746,52.54209,59.381312,67.615847,73.105922,75.71957,75.485872,76.652799,84.233242,93.755686,96.166834,105.144355,109.706292,134.238286,144.891715,152.713447,165.845117,178.758773,204.206574,214.605043,236.370377,243.05143,262.481601,255.411075,274.460148,280.089591,308.794178,316.044475,318.634284,340.160271,356.191781,350.337594,362.397785,362.036058,391.630071,414.458279,417.206449,455.604473,454.621588,454.892607
Malaysia,12.798801,12.59845,13.024389,15.239509,16.217172,17.653626,17.505987,19.451551,21.743212,23.701845,25.363939,26.565449,29.456535,30.03486,32.910606,32.343427,33.742336,35.669565,41.848956,49.602675,59.943928,62.917255,67.75985,72.995449,79.589944,90.916788,97.293866,97.714675,106.343655,115.058952,120.445666,126.499628,132.792611,146.572514,155.842737,161.80455,178.056277,190.309588,169.809688,189.8609,191.491754,192.982783,209.077342,220.552886,220.437514,216.152557
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.761984,12.783159,13.544808,14.394697,13.657999,12.838966,14.673336,12.808868,11.82691,10.292674,10.235408,8.65076,8.477278,8.508037,8.567947,8.962383,8.945111,9.549344,9.251456,9.505729,10.984927,12.330976,12.909351,12.851059,13.538677,14.139528,15.572444,16.962204,18.262226,17.920453,17.099514,17.961983
Myanmar,4.512451,4.39408,3.442828,4.025633,3.927459,4.193409,4.484213,4.637671,4.765222,5.072258,5.014243,5.150185,4.980078,5.481703,5.734878,6.058583,4.515223,4.27901,4.179899,3.914254,3.83493,4.089651,4.651182,5.456655,6.727105,7.105214,7.039296,7.765556,8.572826,9.282083,8.200049,8.082185,10.259271,9.921088,10.477319,9.714565,10.116773,7.608119,7.213872,7.906443,8.102469,11.447009,13.168292,16.537989,18.671318,21.089203
Nepal,0.190162,0.25962,0.394325,0.373914,0.318651,0.244248,0.288749,0.282385,0.453754,0.519431,0.444524,0.507678,0.725601,0.793743,0.551256,0.739355,0.747411,0.739811,0.578501,0.895187,1.126885,1.137412,1.298536,1.616303,1.763152,1.834006,2.100365,2.202561,3.006677,3.100119,3.350174,2.670826,2.904546,2.696735,3.074203,2.500866,2.578145,2.882192,3.427178,4.121841,4.404943,4.971784,4.944809,5.949161,5.694235,8.500407
Pakistan,15.872604,16.000188,16.989648,17.95906,19.981635,19.092109,20.30156,21.283492,22.971995,24.315833,26.266097,29.179348,30.633004,33.067206,36.498744,38.504431,45.196365,49.014628,53.235141,55.974017,57.146837,63.752853,70.364231,72.958124,79.248717,82.219072,85.676078,86.569976,94.875033,94.385039,95.524357,98.043202,100.669944,112.812802,114.984006,124.531874,136.431428,130.524646,133.785195,129.623016,131.073817,132.708911,133.555677,141.607187,150.797209,153.377805
Philippines,23.786288,24.693907,27.698282,26.55604,29.244271,29.056134,32.398895,33.724599,34.937833,32.6213,30.840898,31.113146,33.20312,29.588075,29.268476,27.086013,33.319916,34.997514,36.65389,38.051252,37.339896,40.829199,44.006155,47.36149,57.257527,62.157663,69.046948,69.434362,67.099367,68.130903,67.877707,66.845952,69.028845,70.527137,71.501662,65.547406,69.021633,71.179455,71.467859,77.128395,77.75548,80.408288,89.649793,95.714242,103.89121,114.751786
Singapore,6.059212,7.222019,8.121992,8.464361,8.439737,9.121568,10.179079,11.755667,12.673412,12.657551,13.531365,14.008146,15.111556,15.700482,16.604543,16.827284,17.233739,19.704502,21.091324,28.970005,30.474873,31.410866,36.164232,37.978754,37.584967,38.526335,38.170973,37.059556,37.817658,42.136219,42.053068,41.315729,38.182578,39.637427,37.869751,38.297075,39.431261,39.366941,40.349088,44.290747,46.753624,45.972691,46.487326,45.774968,44.157941,45.265156
Sri Lanka,2.757895,3.390965,3.533889,2.887008,2.63733,2.686089,2.905125,3.337861,3.625339,3.623594,3.759471,4.220685,4.445606,3.81764,3.485028,3.433696,3.965004,3.766495,3.587106,3.676201,3.822634,4.91622,4.816771,5.391573,5.454193,7.979736,7.950363,8.255429,9.102585,10.52269,10.403379,10.978493,11.949274,12.31365,13.392912,11.780165,12.937271,12.123211,11.566173,12.408761,14.67315,16.067752,13.740664,16.880143,19.489881,20.898569
Chinese Taipei,29.783019,33.867921,38.097202,37.136418,40.743937,49.206263,53.014958,60.343918,64.098657,71.390921,65.386722,65.017522,69.46679,71.347454,69.10527,81.154854,85.979301,100.229478,109.005091,111.12192,119.977838,128.20507,137.694947,145.778482,154.001174,162.370754,174.477434,186.689397,195.671574,214.359004,219.7116,228.186274,238.018085,246.357924,253.971723,261.496378,265.401206,254.313619,242.108289,256.357748,255.458208,247.433776,248.654013,250.61137,250.739428,257.824975
Thailand,16.242998,18.274127,20.717231,20.647903,21.151537,24.114404,26.747418,30.008128,32.091517,33.743667,32.559014,31.130053,34.593157,37.998565,42.058553,43.378313,49.995676,57.105321,66.177703,80.884026,90.012953,98.168652,110.650138,123.52062,139.938479,157.117174,160.972754,146.025678,151.719133,152.285491,159.993893,169.40193,177.112222,193.810028,200.203815,201.675947,209.446116,215.179335,207.2121,223.418635,221.780475,238.971868,247.458882,243.897867,248.097604,244.559317
